Date,Naive,MVP Historical,HRP Historical,ERC Historical,MVP GARCH,HRP GARCH,ERC GARCH,MVP DCC,HRP DCC,ERC DCC
2003-11-14,-0.005364428813155231,-0.0011643652902893985,-0.0042478206265763405,-0.005213544813294373,0.0017777071979420533,-0.0023216674221545755,-0.004569448033750163,0.0018453729427678582,-0.0025129500150198516,-0.004627740540805491
2003-11-17,-0.01145023591387432,-0.005790544960424503,-0.008585141433681515,-0.009618678665541655,-0.00523816824729553,-0.007804176084794897,-0.009058103129095583,-0.005077645508885288,-0.007380010876937449,-0.008984956223728118
2003-11-18,-0.0009571752409717308,0.005862696420797876,0.0020776900145523546,0.00045527623208521835,0.005130263017505389,0.0021182919388672092,0.00026710453483772814,0.005155454206674771,0.0020433826828449254,0.00024384994794461276
2003-11-19,-0.014370036628759181,-0.004852340974125792,-0.009327001823725202,-0.011598516233484311,-0.002088474778725088,-0.007426559823414459,-0.01056943082878667,-0.0019104014259839447,-0.006760435857837761,-0.01050133454826826
2003-11-20,0.0019387524876911255,0.004907872068064114,0.0033460970061109717,0.0025521954767583977,0.006075905299599449,0.003994136450110212,0.002833825271547687,0.006066600876868753,0.003884166174640152,0.002812571964399501
2003-11-21,0.003654991048362161,0.0013875470875079382,0.0033251669304772374,0.00330105172000694,0.0005634062708153728,0.0038290269220110588,0.0039490695704843355,0.0003656493663918727,0.0029402452523748512,0.004001086128459199
2003-11-24,-0.0048229580663001655,-0.00581857294189746,-0.004165953487323549,-0.0044373453034263575,-0.009342259375080972,-0.0056494273078772335,-0.005004149629663517,-0.00957017657997453,-0.005727120986476216,-0.004958583368790407
2003-11-25,-0.009584753425951636,-0.007658648846506272,-0.00891586183763397,-0.009564495571376728,-0.005993262663217156,-0.00875941550102097,-0.009976243082391256,-0.005894215630009949,-0.009302063299053958,-0.010032316879298194
2003-11-26,-0.0014813658208428834,0.001650069353331651,-0.00013156521000135413,-0.00028456912620039923,0.0021021216117730317,8.565720579330107e-05,-4.4646180586598375e-06,0.0021234528241568106,0.0013850162657405019,8.255616822257141e-05
2003-11-27,0.015330067443334944,0.013287022770979724,0.013581255835727422,0.014192831822435525,0.011354778679010365,0.013104633667075642,0.01386988979098425,0.011277443126692103,0.012594073659522968,0.013827921206553772
2003-11-28,0.0016277211524364957,0.0025434258712932825,0.0007941115689022473,0.001447093164435849,0.0013008319620491334,0.00038206243710903914,0.0011802529820236023,0.0013647496512161168,0.0011842971928187765,0.0012083310453862139
2003-12-01,0.0015404076188260173,-0.0024370010585636026,0.0008710025206236894,0.0013332579692287034,-0.005293047995501775,-0.0009782441493115818,0.0002781605042093373,-0.00531869378868846,-0.0010014278947715932,0.000331942609883659
2003-12-02,0.014402373289720117,0.005064233878421649,0.008862415193967051,0.011423832170436628,0.003032237984663113,0.007182347889077656,0.010525291162277933,0.00268389958651502,0.007099407868495335,0.010241369599190725
2003-12-03,0.0057144041526870915,0.011965852423401369,0.009641116674251377,0.0076357042652271815,0.009049807595093069,0.008675658151502874,0.007383907086399384,0.008901700913661412,0.007643340089322489,0.0075189551289502575
2003-12-04,-0.0030826251577832143,0.004215076841942902,0.00014133027441481797,-0.001488616215195537,0.0006796010629292332,-0.00035613805469494647,-0.0012389421019532937,0.0005623456565721201,-0.00034851881059330637,-0.001140324256724041
2003-12-05,0.006205737110128167,0.0065709116997541795,0.005765707723116188,0.005709646213189777,0.006132232911082863,0.00539324886851273,0.005216335984823037,0.006011700530332838,0.004787945952613651,0.005110306654867527
2003-12-08,0.0032671693026005426,0.00010870663137063164,0.0013744317395813076,0.002367863150977766,0.0012554956871000354,0.00024096935257221985,0.0009206738373026079,0.0015980460468459651,0.0004014429605247623,0.0008551050984882931
