Date,Naive,MVP Historical,HRP Historical,ERC Historical,MVP GARCH,HRP GARCH,ERC GARCH,MVP DCC,HRP DCC,ERC DCC
2006-01-05,-0.0005803113510617977,0.0035044231869545525,-0.00028345807502741033,-0.0008467124256755487,-0.00010864420645875036,3.26064159251057e-05,-0.00018608742948404003,-0.0007448279674813292,2.9133084458532504e-05,-0.00024301129369097297
2006-01-06,0.008450878485301967,0.007230634159917227,0.007820940978203569,0.008228495699736925,0.008665092628678659,0.007968759112577531,0.008224229580337706,0.00821984575876388,0.007955763986078373,0.008103442449175104
2006-01-09,0.007044677058658293,0.006803801325873902,0.00656675510124543,0.006543065040715208,0.004026250764552833,0.00605359916401036,0.006473059813183473,0.0040611481388263685,0.006183393800911721,0.0065719630977652205
2006-01-10,0.000626796899009692,0.0007944119187412251,0.0006187230343541796,0.0005823421456287965,-0.0021580661077946414,0.0002146103241246306,0.0003619387733919262,-0.0022967963943261675,-6.305484307238051e-05,0.00035869307705119636
2006-01-11,0.0015115118840121136,-0.00044795570813950335,0.0004439446191346138,0.0008957971765116469,0.00157958852802694,0.0017593604744552196,0.001701364684748706,0.0009971625583749665,0.001557563603270978,0.0015872284096861112
2006-01-12,-0.006773468497506811,-0.004475912566735924,-0.006178368032363042,-0.006294570865147558,-0.002747801479644806,-0.005579502029910261,-0.006028999590343825,-0.0024189257165118396,-0.005415232215338237,-0.006123946269839334
2006-01-13,0.0012533693205376978,-0.004850897407829068,-1.4920292368115145e-05,0.0010495304141218888,-0.0007601068099417092,5.6367359117640306e-05,0.0006759040938792557,-0.0007494220751455755,0.00025765748182566905,0.0006917158440280245
2006-01-16,3.3098803029346646e-06,6.91470253749819e-06,4.286043582861051e-06,3.844992468541662e-06,1.1578355917095575e-05,5.340121820056959e-06,4.1600422351344334e-06,1.2055887211020575e-05,4.912906572744801e-06,4.029014500040391e-06
2006-01-17,-0.0032053383877579597,-0.002834904014459538,-0.002583599440011456,-0.00239684076905934,-0.0042023438612387555,-0.004262076496569757,-0.0036934336067226594,-0.003596471753360081,-0.003919717833961159,-0.0036609639043629545
2006-01-18,-0.0025960593120343337,-0.0008999634545539284,-0.0017479421611699558,-0.002065900568348588,-0.0004775751306002001,-0.0014583331097580254,-0.001913329215554282,0.0004072624536588453,-0.0012620875122427411,-0.0017992707640160995
