Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg L1 Dist,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1413054348146876,0.1418055476193199,0.1410420892497479,1.004801429993606,-154.46933239727167,0.0002371203024286,0.8005229916451829,0.5730997635282247,0.0151177403964086,0.9130661569005166,1.0031617023932995,1.355613359021723,-0.2227741826765832,0.6342989708992919,-0.0174691235276009,0.019367774614861,-0.1548986219881221
ERC,GARCH,0.1413081305261436,0.1418056955172583,0.1410424930225029,1.0047994880104096,-154.46955471120606,0.0002371185107069,0.5590782101796132,0.5730954305956002,0.0149339408758342,0.9130819205467676,1.0031774581407158,1.355641744339296,-0.2229066306691113,0.6339341728057668,-0.0174691355260418,0.0193919338548243,-0.1548696904915631
ERC,Historical,0.1413593544589388,0.1417921141393787,0.1411433000890798,1.0039859951858594,-154.4980665849332,0.0002370795555651,0.4165971218383301,0.5726111866945948,0.009374536376452,0.913473054424008,1.003576663238095,1.356239768879146,-0.2256737592599818,0.6263880874873422,-0.0174705794275268,0.0193737721300971,-0.1541475149540661
HRP,DCC,0.1354500758779948,0.1341105534121964,0.1331469023055984,1.00668381980833,-154.46933239727167,0.0002371203024286,,1.6386167385273185,0.0394135508812567,0.919191077595858,1.0144425626012652,1.363377084376025,-0.230518414593104,0.5875889616761525,-0.0165221673749679,0.0118673837325601,-0.1581793971067244
HRP,GARCH,0.1354809433312807,0.1340881830162374,0.1331457975364154,1.006527133615789,-154.46955471120606,0.0002371185107069,,1.638639168855657,0.0319198683317663,0.9195255463501952,1.01479246918758,1.3638083758517514,-0.2320530949418445,0.583835968079779,-0.0165186383344202,0.0113521451581007,-0.1614463527799894
HRP,Historical,0.1363584286148469,0.1340773042592565,0.1333079246782107,1.0052227208244318,-154.4980665849332,0.0002370795555651,,1.63881927048099,0.0174669501414709,0.925357229110302,1.020628412803377,1.3726512926191268,-0.2333973197389498,0.584233052750396,-0.0165250980731005,0.0107162547458132,-0.1574369668198691
MVP,DCC,0.1192460338419236,0.1195272356459284,0.1178557980098692,1.0138318511207178,-154.46933239727167,0.0002371203024286,,1.1656712817813584,0.075058786482175,0.8955619749259041,1.002451066911077,1.3204563112055716,-0.2806090329891114,0.4249543664781127,-0.0148538910327938,-0.0203023796057489,-0.2035627088280578
MVP,GARCH,0.1193346648385307,0.1195263944475895,0.1178585468690586,1.0137992308296462,-154.46955471120606,0.0002371185107069,,1.165557092047571,0.0735008170027386,0.8962297523166115,1.003119976123027,1.3215311293200014,-0.2804928144545666,0.425446423897109,-0.0148532826147856,-0.020062070412772,-0.2036209831615205
MVP,Historical,0.1199907160852316,0.1191878270496316,0.1180656378816556,1.0091380639042626,-154.4980665849332,0.0002370795555651,,1.158423439238858,0.0105131247393272,0.903362314718245,1.0105474205751412,1.3330339437542646,-0.2915639022695606,0.4115417414543181,-0.0147722524046502,-0.0157939760940891,-0.2074949415450371
Naive,,0.1476077727169813,0.1524208792813449,0.1518985724973809,1.002747583368052,-154.4980665849332,0.0002370795555651,,,0.0096878430444133,0.8958496821426067,0.979676246071316,1.3314394658128426,-0.2262166742420113,0.6525061568143623,-0.0187647717833228,0.0295326746723418,-0.149696038702213
