Date,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
2000-01-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2000-01-04,99.50084003608836,97.80785140954521,98.67771847480486,100.91681887039599,99.97233528243545,98.58963853858585,99.19499095960744,99.56443731970612,99.90942926143546,101.19213382866698,99.91667504015744,101.0467974254639,101.55336082602193,99.270557665666,100.12940557759617,98.23968552573643,99.36436339718497,99.65582582632577,101.01435166025905,99.48920458247693
2000-01-05,101.57102049009217,100.42448048151411,99.92657553458916,103.46348059218316,100.36239284433302,100.83633260322709,102.9165189869372,99.83793146533051,101.57962263439504,102.31555142425586,101.4996122782732,102.43066950017328,103.25417235885328,103.5743606903853,101.21944480646827,98.60061206582257,100.48491646936458,98.92527321250152,102.72571413382678,101.2030118727203
2000-01-06,100.90575374366608,96.23050572024238,101.38601314956497,103.7885507857727,100.94054002071348,101.56626396520892,103.42416609895164,101.37158422379657,99.76300705852238,103.80391460905291,103.05027713560682,104.28954221780077,104.72436731131292,107.45658639365408,102.5523229870265,99.10316015905899,101.51528157422428,98.68081256286249,102.65817683617516,101.09987004241414
2000-01-07,98.68182882508624,99.48906927013445,101.86879291109541,105.31442822671015,100.23876422954388,101.87702212191434,105.4219745875762,101.27739519385084,101.25376262680783,104.62040605756826,104.18046232960893,105.84172617187664,105.53415232814012,109.84149797335073,102.62589669534097,100.18210030080937,101.42976489678337,98.70672753688672,104.32497118235915,101.26534405589722
2000-01-10,101.62281677944634,99.70151802016373,102.43009914902433,107.28252777040011,99.2115222530577,102.60475582359643,107.30637476280762,101.99972614308186,103.39746317504968,105.67825951209844,106.77547323643526,105.79173453998594,107.29244894296772,112.37493268466481,104.1484689772689,101.07033726862737,102.3036763571606,101.2511082652681,104.32331787279469,103.08841985602982
2000-01-11,99.87608310063459,101.4534808737067,102.84876642401579,106.47884235749818,99.57911682233197,103.4582665328188,107.15712600146998,100.15675993218423,102.48505955691314,105.4796131726129,108.0605774933606,105.9391376643071,106.5004724490574,114.37119089519882,103.31080184346244,101.05943679153751,100.46345591288639,100.18200272232356,103.97837906996416,102.39422691272573
2000-01-12,97.89895621564018,98.12365378148414,101.86942353129776,103.7687179343399,99.07644673180349,101.17148771008206,101.50291024552783,97.83545914233972,102.37543102540943,102.54489076424298,104.1461367858757,105.97993152002012,105.70380101245014,110.79694933937299,103.26551417770138,99.06905342751688,98.87699361206649,99.2278813520529,102.18265849442352,102.37882965080196
2000-01-13,95.3586953448099,96.16836518598888,102.66785974702131,104.48116830233343,97.37025311223594,101.27109816092033,98.30220293702509,97.89589624283425,101.585813413279,102.97103653673972,100.7164826640879,104.34455344319143,106.81497625413495,111.38523773547095,103.25413729719767,100.15262700745909,98.7483504856073,99.97653458858112,100.23508190044652,103.18506888812603
2000-01-14,97.1204704686259,98.65164065544961,102.94618825136921,103.76797282456465,97.85454453875977,101.12356053854616,97.70891312932073,98.53502326952515,102.51636124872698,103.31920597685664,101.84025300826009,104.05240980404007,105.69523273008055,111.38235534953532,106.34162237678193,99.97853512871875,98.2726311556426,100.11208762572885,101.06945193913077,103.04991521171421
2000-01-17,97.08711698311168,99.4476164698348,101.32690241454776,103.02366788969515,97.16791029505009,99.61276365416526,99.2964988795822,97.43308990399659,104.03070679320459,103.61078168566146,100.36237785529734,103.44174887539941,105.79230952435611,111.90636021294075,105.77737202465309,101.15733250728742,98.94405437713536,99.93322302789642,102.37787309632498,102.92118292586261
2000-01-18,96.97924284298392,95.85340195759177,101.28525331671084,101.36435383424029,98.53604309862719,102.47499832989331,100.28272717613025,97.5588147682677,103.11299770104776,105.59435022681917,101.55647135996662,104.17928397533431,106.20834648532964,112.75172884305142,104.99253205119297,101.77693039290585,98.18219437809283,101.89305645018236,104.13518418869145,102.46025588788375
2000-01-19,97.35260174234848,93.453841874095,101.53544803181498,102.98503083378611,97.34766027340318,101.24438842439247,98.70009936462988,98.70248650920367,103.00251085639265,107.4390364645093,101.0167547775288,102.02191103243396,106.80791872688684,113.04167905414373,104.23206636469082,102.97803458923542,98.37274579634051,102.83767824877673,104.39492419862917,103.17586595346313
2000-01-20,97.13421635695072,95.43866027928927,102.48812523165462,103.20529767096636,98.93412177263573,101.49920989400296,100.1471708749769,100.07074519027451,103.41677020186049,108.85416475398418,105.1094868182288,103.26929109743482,108.33079649224024,113.25844328985197,105.60411772597831,104.06456685500555,97.77450359426955,103.72141750009443,106.19367001502853,104.94942093113796
2000-01-21,97.78151439369071,94.58741322522309,103.24466775833072,101.68185285783098,100.59769370031577,100.48484895348817,98.48205372200476,98.57682718839614,103.02265260412271,108.56317308704138,104.84353983039374,102.39673533046445,107.80286223086702,113.84644488512052,105.68254983574957,104.0999713224246,97.7379757022098,103.51180009643657,107.83979335370104,104.57086370409921
2000-01-24,97.18027305198463,93.99870133844585,103.24186753755693,101.33600523115045,101.75987635190467,101.14450868900859,94.97255030680817,97.52610848186835,102.56902877354797,107.10817327862743,105.7543012283606,102.49674539837457,106.14694343716637,111.38426092026488,107.09123080253586,104.23149934989786,96.46317832558829,103.66824773752458,107.28817107470836,104.71413333375715
2000-01-25,94.9069773389731,90.4567608121675,102.65015845610162,99.0442124050389,102.16484317044478,101.00312915852624,93.62181244094243,95.6744971041696,101.13418636762293,106.82708595685683,104.49565530476819,103.06898485186709,104.79253645514592,108.72735550215656,105.43555003145775,104.30646761170286,95.82882688058119,103.78825186549572,107.18418863069539,105.20332118040292
2000-01-26,95.23312753580055,90.1410491456538,102.99838533317698,99.39196689416256,102.5602259389309,101.11099389741109,93.65974033280754,95.34137419967867,101.32936228299106,107.40025913894922,101.31009485842372,101.91025597412562,105.56598389758295,107.80795308789483,105.79827260193346,106.5836947550576,95.78446755293186,103.48500633309847,105.64195597809037,105.72484656675616
2000-01-27,95.73052981001322,90.1762824437373,103.76669326343723,98.697664836083,101.12522522145152,100.48043988676206,93.33806844034163,95.62091445538816,100.86045048113151,107.37539519838897,102.25767230170561,101.86304467604823,107.31203564323604,106.90588068776485,105.47120003005026,104.60285911909169,97.13400927006808,103.9465716054215,104.02277007517743,105.35475546671287
2000-01-28,97.68135072615439,92.24251592157002,104.17155374006268,99.2222129476386,100.5631599394251,100.24662747400986,94.6561198232691,95.71255736589914,100.78142494792604,108.33363096130965,103.73747972212057,99.93224406076622,107.16832400691875,108.68831555413566,105.79558253017622,105.72350802411626,98.19777797346009,102.68047188707156,106.1735221803074,105.79635303825079
2000-01-31,98.26640517318634,92.80106740276433,105.57682175343454,101.59356136037647,100.18060223742715,102.03796249511771,96.85199756700037,96.90799216129332,102.91774257870914,107.54154075295116,106.30066142560806,98.95243963082359,107.70699202759617,109.64862537529882,105.83001645938216,106.73220203232638,99.15640498550387,102.84987304039875,108.53389712799925,107.09266195741482
2000-02-01,100.73107135165826,93.672484069144,107.38790252789589,102.09809646042464,99.77009748786728,103.11649948971518,99.90075844920253,97.11388490693437,103.22007885381801,110.22847087018019,106.14242391686159,99.00782839047993,108.6277412300156,111.61664487310019,106.0452138489938,107.21998607735202,100.76034407129804,103.98188422464314,108.87778207392445,107.08214577909574
2000-02-02,100.80637588329742,94.60488650543523,109.04300106168688,102.49199445362098,100.52044158131883,104.24356094802118,102.67570111339421,98.55947533317682,104.01830388456028,109.79177597369,109.14696614628355,99.43844515129857,110.5629965611777,114.0385364450069,106.2187009683264,106.10243476165257,101.25447642598628,105.25292678293712,110.96651760582346,107.91981329721223
2000-02-03,98.48635672393206,90.58170108127173,107.833566429292,100.23219232684994,98.58437843792237,104.26328810686793,101.64866855226711,98.02507282510487,103.07694296146312,108.4825908682269,104.86282128506856,96.89036326864121,109.9418535142348,112.10522292118428,105.72894130069169,104.8233254371524,100.33886445801028,103.13206803501399,106.89772962349511,106.06340443959681
2000-02-04,97.7507720268328,89.3328512786993,108.2076978948803,102.05957828230825,96.1212641503606,104.21947382279693,101.7157391501453,98.76944907459392,103.41760176168026,107.20999997639645,104.55538574455261,97.39056154411625,108.76319896611176,111.1322794128456,107.06154232037785,104.40136669626321,98.5777000357786,103.57526187366139,105.67064240394375,106.5880784587058
2000-02-07,97.33669015785726,90.37050119604511,108.50800199903854,105.46970629545274,98.29593572056513,103.74946434759845,105.71034700901671,99.27390702205982,102.60934929558243,107.60880233733003,103.00204136301103,96.90204953816914,109.840540502518,111.41943462135286,108.29218384930486,104.51110036525026,98.92199576763429,105.5960928455815,106.61980964102511,107.93265987648431
2000-02-08,96.78320376015847,89.19507647412868,109.63837607988427,108.5700300649132,99.3670667407575,105.64436320488122,108.16336510912015,100.19769278266722,103.31027935408635,108.76823611612667,102.53112678686969,97.50671723062997,110.94466356549471,112.58431140243619,108.67338714676154,104.79770053972321,101.29621386567204,104.60968968949322,107.61666545019924,106.924795196182
2000-02-09,96.53578331069566,90.57932101117404,108.74722886884345,108.60651534418237,97.6494773867734,107.0718570906454,107.93587902761162,99.47623021848048,102.48842276951358,107.29209768829197,103.75646570554142,98.22668849020452,110.08443654057784,111.41324011640248,108.25116952295045,104.70897258586737,101.70468985350121,104.43317205385243,110.19025585026468,107.93323252555444
2000-02-10,97.30001976051028,87.42401627977486,106.61221932005267,107.29444745809025,96.18660747758892,107.23708386007264,105.7878125647905,98.28905762273511,102.1053494048089,106.70188969055054,100.58545192254844,97.06445009887847,109.11084035403759,109.50513527373064,107.3215045820036,104.55055684677762,101.29983379200904,104.71645601425365,108.90984958898018,107.45772013955512
2000-02-11,98.76770161165419,89.70892794626299,109.5696572228271,106.71411279023519,97.71833294239784,108.5111802632699,107.24579782112471,98.83826863167705,100.18753390253848,107.77584506084257,102.4478574568565,97.9600394712561,109.06573596666853,111.45850728774853,107.25072085496652,105.65800444984717,102.43283507118362,104.40664980108872,111.91196700681499,108.45117595281808
2000-02-14,99.00035174643847,87.86419578473375,110.7806848293818,107.57228447308816,96.42031818016964,107.7716051318529,108.22482067474357,98.76597044169795,101.64490152356743,106.96891246650814,102.84398961668195,99.63736649620239,110.92664770697533,110.94043567070939,106.34976329723342,105.8311556799775,101.44801172452375,104.79538044254757,110.23241736223753,110.92254644161201
2000-02-15,97.34923414273537,86.41295339302815,111.12181271180847,108.9146370060497,94.0956682888539,106.91585663744911,110.44660152089101,98.07280078299637,102.52856343690588,107.23669374440502,102.22334064924581,98.9983708001688,110.9750752085161,109.52343498579269,106.48724956842601,105.57210812698116,100.25852534539612,105.87159773317609,109.54862124824822,109.4626949804334
2000-02-16,96.2108766041017,87.591070268729,112.4360018069954,110.31853989353408,95.98289207420628,108.54743009729198,114.0736809281708,98.76500679066356,103.8306260182607,107.04583362395567,104.36198495735232,99.88912801828472,113.05575680771062,110.54425496377569,107.98410385691832,106.54537533336341,100.19236458472938,107.64412545651115,108.39267665436334,111.30320621962508
2000-02-17,98.341632597791,88.27005225610951,112.97026052581593,112.09059379988426,95.6478416126004,108.78492811051595,113.86768234997568,100.06835935553337,105.23938826776981,107.6556518757257,106.8989805299187,99.84711997653419,112.9224325901151,111.08482883404362,107.15346550090312,107.37920460198038,99.63832750813943,108.42152650724476,109.78620749394759,111.54741880930874
2000-02-18,99.1132732500478,89.71081380153362,113.21441012222576,111.83123134177377,98.09296661358246,110.33444310562079,115.32332820673629,98.01466396985087,105.13341173644184,108.90700395151751,108.04118591103737,100.95643369433628,112.44627292374206,111.82673219987815,106.70593030251665,108.07420786881224,100.82183556991131,108.08430666502495,113.76362377365865,113.53587693742809
2000-02-21,102.74433601010742,93.32432308868923,113.84394409954297,113.73353849546032,101.03148632380513,110.94267406495402,120.787028869024,98.26329738962824,106.40171150665564,109.4037611742119,113.85045949208441,103.84741126555086,111.83982336169191,113.56117198497581,109.17785316883806,109.05232936348777,101.63432850711018,109.10862972271052,120.08412316959387,113.88142177096728
2000-02-22,104.20804962749897,94.29022315436345,114.4782517579391,115.44955369665277,103.68038137888915,109.36500807638967,122.62096573537467,97.08897982281069,107.59288722037066,109.87704036999033,115.03788449474189,104.27593362329904,113.10992321739978,113.2363166328926,109.65674381475452,109.71112268398606,100.2416080090319,108.42837598686053,122.4732862444615,113.57303112493733
2000-02-23,105.97099360310523,96.03923529610401,113.68410119700287,116.05996848195517,103.77658533187764,109.81337840584162,123.47919038690405,96.89654156502648,107.52936030687484,109.98206768023655,115.6973314438416,104.07066266042231,113.28600320917508,113.16488762537563,110.06028046875045,108.97226689998605,100.68532873079856,109.23279693090618,125.63876136559828,113.82062869283371
2000-02-24,107.33703049018143,99.97270146225519,114.55635162243874,117.44371444578627,107.31559003075661,110.18202163956315,126.27545665630005,96.54504362826376,109.14028479155051,110.65396727184846,121.61730738791734,104.42015505224597,114.17518361659049,113.97156481517239,112.24383445574473,110.23859828188584,101.84390775891576,111.45578239071861,131.31427898438312,116.60271283125113
2000-02-25,103.63274524108583,102.9510716112654,115.77468332625959,117.4569361601405,107.58698051978975,110.87807102451114,125.17705093554672,95.91383375353685,110.0719831428031,111.3546669222958,123.53950091103319,104.31186813014881,114.72430095759812,113.32004814687893,112.48191535748711,110.72275753222887,101.56229985382241,112.18390748636442,135.20257129494428,114.22565853785194
2000-02-28,102.68893681330258,102.04275974369257,117.47891189999211,116.58048850359752,106.04853232709073,109.97090863136224,124.39741591654989,96.29820276553257,109.89304282861332,111.21765610914309,121.38296332125958,102.34326506704066,114.56277036828742,114.2719532344216,112.17971394381223,110.4696166919031,100.90615675864933,113.76481169921988,135.4989613212815,114.17349955651142
