Date,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
2000-01-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2000-01-04,100.11439833747097,101.62782112445727,99.36191113146052,99.6164462779979,98.8113356320512,101.28957020038447,98.68772423157256,99.03285964775054,99.86417954056938,99.49157435756516,98.89771017207507,98.69524313769836,97.18287996315318,99.04478104629634,98.70465678910534,100.053230604704,98.78673181295497,99.60928997845659,99.17973276676318,100.60930612280947
2000-01-05,100.15977170962178,100.93377285556981,99.76053053269963,99.44423676076019,97.72144309180707,101.53415221670627,98.40778288173013,98.83738061024499,100.37894222469134,100.48981915674719,99.51272769041644,97.40962730905179,96.19484338699597,98.02149832605576,97.63420257533747,99.57166871949723,98.17488903934097,100.050247232775,100.29292596444466,102.20238853656805
2000-01-06,102.72376817431592,102.73103585819882,103.99859258472728,100.58452701144265,99.22923188841784,104.37825590775125,101.5471409880534,100.63203129170329,101.05042142811105,101.83586841009895,100.91509243493746,98.33415879873532,97.99683418106996,100.11912868566948,98.43939441956502,100.99674784733578,98.60512500483884,100.17415185720975,102.15102746583078,103.75060407330794
2000-01-07,103.9513439018913,103.63687063163187,106.35240107510475,103.7195031700374,99.19666753001721,105.54156472881134,101.6154997201779,100.90283585829421,100.74475871258085,103.74622090908359,101.19538120455125,101.06923266964061,98.38415770723735,102.1329869477532,99.71273327907113,100.13412906034984,98.61018084239957,99.0999881587006,102.46149308580124,105.98385509817246
2000-01-10,108.753642000697,96.0978098099307,98.18412214795167,101.09797410938654,94.9266888852906,99.72419558938405,97.89391011518764,99.50501835029714,101.49295044775131,103.4263431219981,98.82148214208698,94.78047937767434,102.77766529465538,102.01148582880748,95.59617547669501,102.1136677590641,96.22915664757268,100.47630033836327,102.474742383763,102.04880859666257
2000-01-11,111.79382636529162,95.5631793302548,102.2529379688561,101.64070906259414,96.0362046544104,102.29597777274174,100.1891703543244,100.95920415065277,102.14756243591026,102.31540091375567,100.8982496668366,100.70355552178312,104.58406338914791,103.76021528002009,97.39940846987314,100.8878559768777,96.73912870039312,100.688835691175,104.39814514727142,101.91931579208698
2000-01-12,116.82938182292632,95.03733295030369,111.70068524302394,100.78803306253457,98.56393424599239,104.52168593836224,103.6965278439023,100.72298213661806,102.63968109700181,105.09056862869464,104.18315002302097,99.3685663609331,111.10318461546555,108.33579556943423,100.22422568815097,98.824197531592,98.74200164814584,99.91464704708496,105.92107581359365,101.62268233594509
2000-01-13,117.50223458170016,93.84788681486074,115.55891956952817,101.3421965212907,97.60211068542344,110.11024770548516,106.94507001673006,101.16747625777424,102.83895725583537,108.0151505504846,105.10602011837797,103.96681010429107,109.88646123838923,112.35299500354272,101.37115354114363,100.02726278403846,99.48479663177324,98.79138818663972,108.469083799238,102.75568245319273
2000-01-14,115.41100758491989,97.94783884415666,119.1429321512224,103.43504027420842,100.31171129886023,110.0146363704078,109.1806609596404,101.83345884296713,101.88453854504414,108.51697101780479,105.84684102345282,110.0040304448932,106.43602034756528,114.41383275037332,102.87941235300468,100.28753133787059,99.24228001955508,100.7198746951985,109.0085699480922,103.55106091041493
